"Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Has_Cabin","Fare_capped","Age_norm","Fare_norm","Sex_encoded","Embarked_C","Embarked_Q","Embarked_S"
1,"2","female",41,0,1,19.5,"S",0,19.5,0.509927117366172,0.078311296802144,0,0,0,1
0,"1","male",37,0,1,29.7,"C",1,29.7,0.459663231967831,0.119274128975573,1,1,0,0
1,"3","female",21.5,0,0,7.75,"Q",0,7.75,0.264890676049259,0.031123720523929,0,0,1,0
1,"1","female",63,1,0,77.9583,"S",1,77.9583,0.786378487057049,0.313077721512338,0,0,0,1
0,"3","female",45,0,0,7.75,"S",0,7.75,0.560191002764514,0.031123720523929,0,0,0,1
0,"2","male",30,0,0,0,"S",0,0,0.371701432520734,0,1,0,0,1
0,"3","male",7,4,1,29.125,"Q",0,29.125,0.0826840914802714,0.116964949710895,1,0,1,0
1,"3","female",35,1,1,20.25,"S",0,20.25,0.43453128926866,0.0813232697560727,0,0,0,1
0,"3","male",65,0,0,7.75,"Q",0,7.75,0.81151042975622,0.031123720523929,1,0,1,0
0,"3","male",28,0,0,7.8542,"S",0,7.8542,0.346569489821563,0.0315421839663282,1,0,0,1
0,"3","male",16,0,0,9.5,"S",0,9.5,0.195777833626539,0.0381516574164291,1,0,0,1
1,"3","male",19,0,0,8.05,"S",0,8.05,0.233475747675295,0.0323285097055005,1,0,0,1
0,"1","male",40,0,0,26,"S",1,26,0.497361146016587,0.104415062402859,1,0,0,1
0,"3","male",33,0,0,8.6625,"C",0,8.6625,0.40939934656949,0.0347882876178755,1,1,0,0
1,"3","male",30,0,0,9.5,"S",0,9.5,0.371701432520734,0.0381516574164291,1,0,0,1
0,"3","male",22,0,0,7.8958,"S",0,7.8958,0.271173661724051,0.0317092480661728,1,0,0,1
1,"2","male",42,0,0,13,"S",0,13,0.522493088715758,0.0522075312014294,1,0,0,1
1,"3","female",22,0,0,7.75,"Q",0,7.75,0.271173661724051,0.031123720523929,0,0,1,0
1,"1","female",26,0,0,78.85,"S",0,78.85,0.321437547122393,0.316658756556362,0,0,0,1
1,"1","female",19,1,0,91.0792,"C",1,91.0792,0.233475747675295,0.36577078275394,0,1,0,0
0,"2","male",36,0,0,12.875,"C",1,12.875,0.447097260618246,0.0517055357091079,1,1,0,0
0,"3","female",24,0,0,8.85,"S",0,8.85,0.296305604423222,0.0355412808563577,0,0,0,1
0,"3","male",24,0,0,7.8958,"S",0,7.8958,0.296305604423222,0.0317092480661728,1,0,0,1
0,"1","male",40,0,0,27.7208,"C",0,27.7208,0.497361146016587,0.111325733148353,1,1,0,0
0,"3","male",23.5,0,0,7.2292,"C",0,7.2292,0.290022618748429,0.029032206504721,1,1,0,0
0,"1","female",2,1,2,151.55,"S",1,151.55,0.0198542347323448,0.608619334890509,0,0,0,1
1,"1","male",40,0,0,30.5,"S",1,30.5,0.497361146016587,0.12248690012643,1,0,0,1
1,"1","female",50,0,1,247.5208,"C",1,247.5208,0.62302085951244,0.994034606846366,0,1,0,0
1,"3","female",21.5,0,0,7.75,"Q",0,7.75,0.264890676049259,0.031123720523929,0,0,1,0
1,"3","male",25,2,0,23.25,"Q",0,23.25,0.308871575772807,0.0933711615717871,1,0,1,0
0,"3","male",19,0,0,0,"S",0,0,0.233475747675295,0,1,0,0,1
1,"2","female",28,0,0,12.35,"Q",1,12.35,0.346569489821563,0.0495971546413579,0,0,1,0
0,"3","male",25,0,0,8.05,"S",0,8.05,0.308871575772807,0.0323285097055005,1,0,0,1
1,"1","male",0.92,1,2,151.55,"S",1,151.55,0.00628298567479266,0.608619334890509,1,0,0,1
1,"1","female",35,0,0,110.8833,"C",0,110.8833,0.43453128926866,0.445303334189804,0,1,0,0
1,"1","female",17,1,0,108.9,"C",1,108.9,0.208343804976125,0.437338472910435,0,1,0,0
0,"2","male",30,1,0,24,"C",0,24,0.371701432520734,0.0963831345257157,1,1,0,0
1,"1","female",30,0,0,56.9292,"C",1,56.9292,0.371701432520734,0.228625614251724,0,1,0,0
1,"1","female",24,0,0,83.1583,"C",1,83.1583,0.296305604423222,0.333960733992909,0,1,0,0
1,"1","female",18,2,2,262.375,"C",1,249.00622,0.22090977632571,1,0,1,0,0
0,"2","female",26,1,1,26,"S",0,26,0.321437547122393,0.104415062402859,0,0,0,1
0,"3","male",28,0,0,7.8958,"S",0,7.8958,0.346569489821563,0.0317092480661728,1,0,0,1
0,"2","male",43,1,1,26.25,"S",0,26.25,0.535059060065343,0.105419053387502,1,0,0,1
1,"3","female",26,0,0,7.8542,"S",0,7.8542,0.321437547122393,0.0315421839663282,0,0,0,1
1,"2","female",24,1,0,26,"S",0,26,0.296305604423222,0.104415062402859,0,0,0,1
0,"2","male",54,0,0,14,"S",0,14,0.673284744910782,0.0562234951400008,1,0,0,1
1,"1","female",31,0,2,164.8667,"S",1,164.8667,0.384267403870319,0.662098721871284,0,0,0,1
1,"1","female",40,1,1,134.5,"C",1,134.5,0.497361146016587,0.540147149737865,0,1,0,0
0,"3","male",22,0,0,7.25,"S",0,7.25,0.271173661724051,0.0291157385546433,1,0,0,1
0,"3","male",27,0,0,7.8958,"S",0,7.8958,0.334003518471978,0.0317092480661728,1,0,0,1
1,"2","female",30,0,0,12.35,"Q",0,12.35,0.371701432520734,0.0495971546413579,0,0,1,0
1,"2","female",22,1,1,29,"S",0,29,0.271173661724051,0.116462954218573,0,0,0,1
0,"3","male",25,8,2,69.55,"S",0,69.55,0.308871575772807,0.279310291927647,1,0,0,1
1,"1","female",36,0,0,135.6333,"C",1,135.6333,0.447097260618246,0.544698441669448,0,1,0,0
0,"3","male",61,0,0,6.2375,"S",0,6.2375,0.761246544357879,0.0250495750668397,1,0,0,1
1,"2","female",36,0,0,13,"S",1,13,0.447097260618246,0.0522075312014294,0,0,0,1
1,"3","female",31,1,1,20.525,"S",0,20.525,0.384267403870319,0.0824276598391798,0,0,0,1
1,"1","female",16,0,1,57.9792,"C",1,57.9792,0.195777833626539,0.232842376387224,0,1,0,0
1,"3","female",21.5,2,0,23.25,"Q",0,23.25,0.264890676049259,0.0933711615717871,0,0,1,0
0,"1","male",45.5,0,0,28.5,"S",1,28.5,0.566473988439306,0.114454972249287,1,0,0,1
0,"1","male",38,0,1,153.4625,"S",1,153.4625,0.472229203317416,0.616299865923027,1,0,0,1
0,"3","male",16,2,0,18,"S",0,18,0.195777833626539,0.0722873508942868,1,0,0,1
1,"1","female",35,1,0,133.65,"S",0,133.65,0.43453128926866,0.53673358039008,0,0,0,1
0,"3","male",25,0,0,7.8958,"S",0,7.8958,0.308871575772807,0.0317092480661728,1,0,0,1
0,"1","male",29,1,0,66.6,"S",1,66.6,0.359135461171149,0.267463198308861,1,0,0,1
1,"1","female",41,0,0,134.5,"C",1,134.5,0.509927117366172,0.540147149737865,0,1,0,0
1,"3","male",45,0,0,8.05,"S",0,8.05,0.560191002764514,0.0323285097055005,1,0,0,1
0,"1","male",45,0,0,35.5,"S",1,35.5,0.560191002764514,0.142566719819288,1,0,0,1
1,"2","male",2,1,1,26,"S",1,26,0.0198542347323448,0.104415062402859,1,0,0,1
1,"1","female",24,3,2,263,"S",1,249.00622,0.296305604423222,1,0,0,0,1
0,"2","male",28,0,0,13,"S",0,13,0.346569489821563,0.0522075312014294,1,0,0,1
0,"2","male",25,0,0,13,"S",0,13,0.308871575772807,0.0522075312014294,1,0,0,1
0,"2","male",36,0,0,13,"S",0,13,0.447097260618246,0.0522075312014294,1,0,0,1
1,"2","female",24,0,0,13,"S",1,13,0.296305604423222,0.0522075312014294,0,0,0,1
1,"2","female",40,0,0,13,"S",0,13,0.497361146016587,0.0522075312014294,0,0,0,1
1,"3","female",21.5,1,0,16.1,"S",0,16.1,0.264890676049259,0.064657019411001,0,0,0,1
1,"3","male",3,1,1,15.9,"S",0,15.9,0.0324202060819301,0.0638538266232867,1,0,0,1
0,"3","male",42,0,0,8.6625,"S",0,8.6625,0.522493088715758,0.0347882876178755,1,0,0,1
0,"3","male",23,0,0,9.225,"S",0,9.225,0.283739633073637,0.037047267333322,1,0,0,1
0,"1","male",40,0,0,35,"S",1,35,0.497361146016587,0.140558737850002,1,0,0,1
0,"3","male",15,1,1,7.2292,"C",0,7.2292,0.183211862276954,0.029032206504721,1,1,0,0
0,"3","male",25,1,0,17.8,"S",0,17.8,0.308871575772807,0.0714841581065725,1,0,0,1
0,"3","male",25,0,0,7.225,"C",0,7.225,0.308871575772807,0.029015339456179,1,1,0,0
0,"3","male",28,0,0,9.5,"S",0,9.5,0.346569489821563,0.0381516574164291,1,0,0,1
1,"1","female",22,0,1,55,"S",1,55,0.271173661724051,0.220878016621432,0,0,0,1
0,"2","female",38,0,0,13,"S",0,13,0.472229203317416,0.0522075312014294,0,0,0,1
1,"3","female",21.5,0,0,7.8792,"Q",0,7.8792,0.264890676049259,0.0316425830647925,0,0,1,0
1,"3","female",21.5,0,0,7.8792,"Q",0,7.8792,0.264890676049259,0.0316425830647925,0,0,1,0
0,"3","male",40,1,4,27.9,"S",0,27.9,0.497361146016587,0.112045393886145,1,0,0,1
0,"2","male",29,1,0,27.7208,"C",0,27.7208,0.359135461171149,0.111325733148353,1,1,0,0
0,"3","female",45,0,1,14.4542,"C",0,14.4542,0.560191002764514,0.0580475459609,0,1,0,0
0,"3","male",35,0,0,7.05,"S",0,7.05,0.43453128926866,0.028312545766929,1,0,0,1
0,"3","male",25,1,0,15.5,"Q",0,15.5,0.308871575772807,0.0622474410478581,1,0,1,0
0,"3","male",30,0,0,7.25,"S",0,7.25,0.371701432520734,0.0291157385546433,1,0,0,1
1,"1","female",60,1,0,75.25,"C",1,75.25,0.748680573008293,0.302201286377505,0,1,0,0
1,"3","female",21.5,0,0,7.2292,"C",0,7.2292,0.264890676049259,0.029032206504721,0,1,0,0
1,"3","female",21.5,0,0,7.75,"Q",0,7.75,0.264890676049259,0.031123720523929,0,0,1,0
1,"1","female",24,0,0,69.3,"C",1,69.3,0.296305604423222,0.278306300943004,0,1,0,0
1,"1","male",25,1,0,55.4417,"C",1,55.4417,0.308871575772807,0.222651867893099,1,1,0,0
0,"3","male",18,1,0,6.4958,"S",0,6.4958,0.22090977632571,0.0260868985521727,1,0,0,1
0,"3","male",19,0,0,8.05,"S",0,8.05,0.233475747675295,0.0323285097055005,1,0,0,1
0,"1","male",22,0,0,135.6333,"C",0,135.6333,0.271173661724051,0.544698441669448,1,1,0,0
0,"3","female",3,3,1,21.075,"S",0,21.075,0.0324202060819301,0.0846364400053941,0,0,0,1
1,"1","female",35,1,0,82.1708,"C",0,82.1708,0.43453128926866,0.32999496960357,0,1,0,0
1,"3","female",22,0,0,7.25,"S",0,7.25,0.271173661724051,0.0291157385546433,0,0,0,1
0,"1","male",27,0,2,211.5,"C",1,211.5,0.334003518471978,0.84937637300787,1,1,0,0
0,"3","male",20,0,0,4.0125,"C",0,4.0125,0.246041719024881,0.0161140553035181,1,1,0,0
0,"3","male",19,0,0,7.775,"S",0,7.775,0.233475747675295,0.0312241196223933,1,0,0,1
1,"1","female",42,0,0,227.525,"C",0,227.525,0.522493088715758,0.913732195123478,0,1,0,0
1,"3","female",1,0,2,15.7417,"C",0,15.7417,0.00728826338275949,0.0632180995318108,0,1,0,0
0,"3","male",32,0,0,7.925,"S",0,7.925,0.396833375219904,0.0318265142131791,1,0,0,1
1,"1","female",35,1,0,52,"S",0,52,0.43453128926866,0.208830124805717,0,0,0,1
0,"3","male",25,0,0,7.8958,"S",0,7.8958,0.308871575772807,0.0317092480661728,1,0,0,1
0,"2","male",18,0,0,73.5,"S",0,73.5,0.22090977632571,0.295173349485004,1,0,0,1
0,"3","male",1,5,2,46.9,"S",0,46.9,0.00728826338275949,0.188348708719003,1,0,0,1
1,"2","female",36,0,0,13,"S",0,13,0.447097260618246,0.0522075312014294,0,0,0,1
0,"3","male",25,0,0,7.7292,"Q",0,7.7292,0.308871575772807,0.0310401884740068,1,0,1,0
1,"2","female",17,0,0,12,"C",0,12,0.208343804976125,0.0481915672628579,0,1,0,0
1,"1","male",36,1,2,120,"S",1,120,0.447097260618246,0.481915672628579,1,0,0,1
1,"3","male",21,0,0,7.7958,"S",0,7.7958,0.258607690374466,0.0313076516723156,1,0,0,1
0,"3","male",28,2,0,7.925,"S",0,7.925,0.346569489821563,0.0318265142131791,1,0,0,1
1,"1","female",23,1,0,113.275,"C",1,113.275,0.283739633073637,0.454908315141685,0,1,0,0
1,"3","female",24,0,2,16.7,"S",1,16.7,0.296305604423222,0.0670665977741439,0,0,0,1
0,"3","male",22,0,0,7.7958,"S",0,7.7958,0.271173661724051,0.0313076516723156,1,0,0,1
0,"3","female",31,0,0,7.8542,"S",0,7.8542,0.384267403870319,0.0315421839663282,0,0,0,1
0,"2","male",46,0,0,26,"S",0,26,0.572756974114099,0.104415062402859,1,0,0,1
0,"2","male",23,0,0,10.5,"S",0,10.5,0.283739633073637,0.0421676213550006,1,0,0,1
1,"2","female",28,0,0,12.65,"S",0,12.65,0.346569489821563,0.0508019438229293,0,0,0,1
1,"3","male",39,0,0,7.925,"S",0,7.925,0.484795174667002,0.0318265142131791,1,0,0,1
0,"3","male",26,0,0,8.05,"S",0,8.05,0.321437547122393,0.0323285097055005,1,0,0,1
0,"3","female",21,1,0,9.825,"S",0,9.825,0.258607690374466,0.0394568456964649,0,0,0,1
0,"3","male",28,1,0,15.85,"S",0,15.85,0.346569489821563,0.0636530284263581,1,0,0,1
0,"3","female",20,0,0,8.6625,"S",0,8.6625,0.246041719024881,0.0347882876178755,0,0,0,1
0,"2","male",34,1,0,21,"S",0,21,0.421965317919075,0.0843352427100013,1,0,0,1
0,"3","male",51,0,0,7.75,"S",0,7.75,0.635586830862026,0.031123720523929,1,0,0,1
1,"2","male",3,1,1,18.75,"S",0,18.75,0.0324202060819301,0.0752993238482154,1,0,0,1
0,"3","male",21,0,0,7.775,"S",0,7.775,0.258607690374466,0.0312241196223933,1,0,0,1
0,"3","female",21.5,3,1,25.4667,"S",0,25.4667,0.264890676049259,0.102273348834419,0,0,0,1
0,"3","male",25,0,0,7.8958,"S",0,7.8958,0.308871575772807,0.0317092480661728,1,0,0,1
0,"3","male",25,0,0,6.8583,"Q",0,6.8583,0.308871575772807,0.0275426854799048,1,0,1,0
1,"1","female",33,1,0,90,"Q",1,90,0.40939934656949,0.361436754471434,0,0,1,0
0,"2","male",30,0,0,0,"S",0,0,0.371701432520734,0,1,0,0,1
1,"3","male",44,0,0,7.925,"S",0,7.925,0.547625031414928,0.0318265142131791,1,0,0,1
0,"3","female",21.5,0,0,8.05,"S",0,8.05,0.264890676049259,0.0323285097055005,0,0,0,1
1,"2","female",34,1,1,32.5,"S",0,32.5,0.421965317919075,0.130518828003573,0,0,0,1
1,"2","female",18,0,2,13,"S",0,13,0.22090977632571,0.0522075312014294,0,0,0,1
0,"2","male",30,0,0,13,"S",0,13,0.371701432520734,0.0522075312014294,1,0,0,1
0,"3","female",10,0,2,24.15,"S",0,24.15,0.120382005529027,0.0969855291165014,0,0,0,1
0,"3","male",25,0,0,7.8958,"C",0,7.8958,0.308871575772807,0.0317092480661728,1,1,0,0
0,"3","male",21,0,0,7.7333,"Q",0,7.7333,0.258607690374466,0.0310566539261549,1,0,1,0
0,"3","male",29,0,0,7.875,"S",0,7.875,0.359135461171149,0.0316257160162505,1,0,0,1
0,"3","female",28,1,1,14.4,"S",0,14.4,0.346569489821563,0.0578298807154294,0,0,0,1
0,"3","male",18,1,1,20.2125,"S",0,20.2125,0.22090977632571,0.0811726711083762,1,0,0,1
0,"3","male",25,0,0,7.25,"S",0,7.25,0.308871575772807,0.0291157385546433,1,0,0,1
1,"2","female",28,1,0,26,"S",0,26,0.346569489821563,0.104415062402859,0,0,0,1
1,"2","female",19,0,0,26,"S",0,26,0.233475747675295,0.104415062402859,0,0,0,1
0,"3","male",25,0,0,7.75,"Q",0,7.75,0.308871575772807,0.031123720523929,1,0,1,0
1,"3","male",32,0,0,8.05,"S",1,8.05,0.396833375219904,0.0323285097055005,1,0,0,1
1,"1","male",28,0,0,26.55,"S",1,26.55,0.346569489821563,0.106623842569073,1,0,0,1
1,"3","female",21.5,1,0,16.1,"S",0,16.1,0.264890676049259,0.064657019411001,0,0,0,1
1,"2","female",42,1,0,26,"S",0,26,0.522493088715758,0.104415062402859,0,0,0,1
0,"3","male",17,0,0,7.125,"S",0,7.125,0.208343804976125,0.0286137430623219,1,0,0,1
0,"1","male",50,1,0,55.9,"S",1,55.9,0.62302085951244,0.224492384166146,1,0,0,1
1,"1","female",14,1,2,120,"S",1,120,0.170645890927369,0.481915672628579,0,0,0,1
0,"3","female",21,2,2,34.375,"S",0,34.375,0.258607690374466,0.138048760388395,0,0,0,1
1,"2","female",24,2,3,18.75,"S",0,18.75,0.296305604423222,0.0752993238482154,0,0,0,1
0,"1","male",64,1,4,263,"S",1,249.00622,0.798944458406635,1,1,0,0,1
0,"2","male",31,0,0,10.5,"S",0,10.5,0.384267403870319,0.0421676213550006,1,0,0,1
1,"2","female",45,1,1,26.25,"S",0,26.25,0.560191002764514,0.105419053387502,0,0,0,1
0,"3","male",20,0,0,9.5,"S",0,9.5,0.246041719024881,0.0381516574164291,1,0,0,1
0,"3","male",25,1,0,7.775,"S",0,7.775,0.308871575772807,0.0312241196223933,1,0,0,1
1,"2","female",28,0,0,13,"S",0,13,0.346569489821563,0.0522075312014294,0,0,0,1
1,"3","male",25,0,0,8.1125,"S",0,8.1125,0.308871575772807,0.0325795074516612,1,0,0,1
1,"1","male",4,0,2,81.8583,"S",1,81.8583,0.0449861774315155,0.328739980872767,1,0,0,1
1,"2","female",13,0,1,19.5,"S",0,19.5,0.158079919577783,0.078311296802144,0,0,0,1
1,"1","male",34,0,0,26.55,"S",0,26.55,0.421965317919075,0.106623842569073,1,0,0,1
1,"3","female",5,2,1,19.2583,"C",0,19.2583,0.0575521487811008,0.0773406383181913,0,1,0,0
1,"1","male",52,0,0,30.5,"S",1,30.5,0.648152802211611,0.12248690012643,1,0,0,1
0,"2","male",36,1,2,27.75,"S",0,27.75,0.447097260618246,0.111442999295359,1,0,0,1
0,"3","male",25,1,0,19.9667,"S",0,19.9667,0.308871575772807,0.0801855471722753,1,0,0,1
0,"1","male",30,0,0,27.75,"C",1,27.75,0.371701432520734,0.111442999295359,1,1,0,0
1,"1","male",49,1,0,89.1042,"C",1,89.1042,0.610454888162855,0.357839253975262,1,1,0,0
0,"3","male",25,0,0,8.05,"S",0,8.05,0.308871575772807,0.0323285097055005,1,0,0,1
1,"3","male",29,0,0,7.8958,"C",0,7.8958,0.359135461171149,0.0317092480661728,1,1,0,0
0,"1","male",65,0,0,26.55,"S",1,26.55,0.81151042975622,0.106623842569073,1,0,0,1
1,"1","female",35,1,0,51.8625,"S",1,51.8625,0.43453128926866,0.208277929764164,0,0,0,1
1,"2","female",50,0,0,10.5,"S",0,10.5,0.62302085951244,0.0421676213550006,0,0,0,1
0,"3","male",25,0,0,7.75,"Q",0,7.75,0.308871575772807,0.031123720523929,1,0,1,0
1,"1","male",48,0,0,26.55,"S",1,26.55,0.59788891681327,0.106623842569073,1,0,0,1
0,"3","male",34,0,0,8.05,"S",0,8.05,0.421965317919075,0.0323285097055005,1,0,0,1
0,"1","male",47,0,0,38.5,"S",1,38.5,0.585322945463684,0.154614611635002,1,0,0,1
0,"2","male",48,0,0,13,"S",0,13,0.59788891681327,0.0522075312014294,1,0,0,1
0,"3","male",25,0,0,8.05,"S",0,8.05,0.308871575772807,0.0323285097055005,1,0,0,1
0,"3","male",38,0,0,7.05,"S",0,7.05,0.472229203317416,0.028312545766929,1,0,0,1
0,"2","male",30,0,0,0,"S",0,0,0.371701432520734,0,1,0,0,1
0,"1","male",56,0,0,26.55,"S",0,26.55,0.698416687609952,0.106623842569073,1,0,0,1
0,"3","male",25,0,0,7.725,"Q",0,7.725,0.308871575772807,0.0310233214254648,1,0,1,0
1,"3","female",0.75,2,1,19.2583,"C",0,19.2583,0.00414677054536316,0.0773406383181913,0,1,0,0
0,"3","male",25,0,0,7.25,"S",0,7.25,0.308871575772807,0.0291157385546433,1,0,0,1
0,"3","male",38,0,0,8.6625,"S",0,8.6625,0.472229203317416,0.0347882876178755,1,0,0,1
1,"2","female",33,1,2,27.75,"S",0,27.75,0.40939934656949,0.111442999295359,0,0,0,1
1,"2","female",23,0,0,13.7917,"C",1,13.7917,0.283739633073637,0.0553869698515964,0,1,0,0
0,"3","female",22,0,0,9.8375,"S",0,9.8375,0.271173661724051,0.039507045245697,0,0,0,1
0,"1","male",40,0,0,52,"S",1,52,0.497361146016587,0.208830124805717,1,0,0,1
0,"2","male",34,1,0,21,"S",0,21,0.421965317919075,0.0843352427100013,1,0,0,1
0,"3","male",29,1,0,7.0458,"S",0,7.0458,0.359135461171149,0.028295678718387,1,0,0,1
0,"3","male",22,0,0,7.5208,"S",0,7.5208,0.271173661724051,0.0302032615892085,1,0,0,1
1,"3","female",2,0,1,12.2875,"S",0,12.2875,0.0198542347323448,0.0493461568951972,0,0,0,1
0,"3","male",9,5,2,46.9,"S",0,46.9,0.107816034179442,0.188348708719003,1,0,0,1
0,"2","male",30,0,0,0,"S",0,0,0.371701432520734,0,1,0,0,1
0,"3","male",50,0,0,8.05,"S",0,8.05,0.62302085951244,0.0323285097055005,1,0,0,1
1,"3","female",63,0,0,9.5875,"S",0,9.5875,0.786378487057049,0.0385030542610542,0,0,0,1
1,"1","male",25,1,0,91.0792,"C",1,91.0792,0.308871575772807,0.36577078275394,1,1,0,0
0,"3","female",21.5,3,1,25.4667,"S",0,25.4667,0.264890676049259,0.102273348834419,0,0,0,1
1,"1","female",35,1,0,90,"S",1,90,0.43453128926866,0.361436754471434,0,0,0,1
0,"1","male",58,0,0,29.7,"C",1,29.7,0.723548630309123,0.119274128975573,1,1,0,0
0,"3","male",30,0,0,8.05,"S",0,8.05,0.371701432520734,0.0323285097055005,1,0,0,1
1,"3","male",9,1,1,15.9,"S",0,15.9,0.107816034179442,0.0638538266232867,1,0,0,1
0,"3","male",25,1,0,19.9667,"S",0,19.9667,0.308871575772807,0.0801855471722753,1,0,0,1
0,"3","male",21,0,0,7.25,"S",0,7.25,0.258607690374466,0.0291157385546433,1,0,0,1
0,"1","male",55,0,0,30.5,"S",1,30.5,0.685850716260367,0.12248690012643,1,0,0,1
0,"1","male",71,0,0,49.5042,"C",0,49.5042,0.886906257853732,0.198807082007831,1,1,0,0
0,"3","male",21,0,0,8.05,"S",0,8.05,0.258607690374466,0.0323285097055005,1,0,0,1
0,"3","male",25,0,0,14.4583,"C",0,14.4583,0.308871575772807,0.0580640114130482,1,1,0,0
1,"1","female",54,1,0,78.2667,"C",1,78.2667,0.673284744910782,0.314316244790993,0,1,0,0
0,"3","male",25,0,0,15.1,"S",0,15.1,0.308871575772807,0.0606410554724295,1,0,0,1
0,"1","female",25,1,2,151.55,"S",1,151.55,0.308871575772807,0.608619334890509,0,0,0,1
0,"3","male",24,0,0,7.7958,"S",0,7.7958,0.296305604423222,0.0313076516723156,1,0,0,1
0,"3","male",17,0,0,8.6625,"S",0,8.6625,0.208343804976125,0.0347882876178755,1,0,0,1
0,"3","female",21,0,0,7.75,"Q",0,7.75,0.258607690374466,0.031123720523929,0,0,1,0
0,"3","female",21.5,0,0,7.6292,"Q",0,7.6292,0.264890676049259,0.0306385920801496,0,0,1,0
0,"3","female",37,0,0,9.5875,"S",0,9.5875,0.459663231967831,0.0385030542610542,0,0,0,1
1,"1","female",16,0,0,86.5,"S",1,86.5,0.195777833626539,0.347380880686434,0,0,0,1
0,"1","male",18,1,0,108.9,"C",1,108.9,0.22090977632571,0.437338472910435,1,1,0,0
1,"2","female",33,0,2,26,"S",0,26,0.40939934656949,0.104415062402859,0,0,0,1
1,"1","male",40,0,0,26.55,"S",0,26.55,0.497361146016587,0.106623842569073,1,0,0,1
0,"3","male",28,0,0,22.525,"S",0,22.525,0.346569489821563,0.0904595877163228,1,0,0,1
1,"3","male",26,0,0,56.4958,"S",0,56.4958,0.321437547122393,0.226885095480747,1,0,0,1
1,"3","male",29,0,0,7.75,"Q",0,7.75,0.359135461171149,0.031123720523929,1,0,1,0
0,"3","male",25,0,0,8.05,"S",0,8.05,0.308871575772807,0.0323285097055005,1,0,0,1
1,"1","male",36,0,0,26.2875,"S",1,26.2875,0.447097260618246,0.105569652035198,1,0,0,1
1,"1","female",54,1,0,59.4,"C",0,59.4,0.673284744910782,0.238548257951146,0,1,0,0
0,"3","male",24,0,0,7.4958,"S",0,7.4958,0.296305604423222,0.0301028624907442,1,0,0,1
0,"1","male",47,0,0,34.0208,"S",1,34.0208,0.585322945463684,0.136626305961353,1,0,0,1
1,"2","female",34,0,0,10.5,"S",1,10.5,0.421965317919075,0.0421676213550006,0,0,0,1
0,"3","male",25,0,0,24.15,"Q",0,24.15,0.308871575772807,0.0969855291165014,1,0,1,0
1,"2","female",36,1,0,26,"S",0,26,0.447097260618246,0.104415062402859,0,0,0,1
0,"3","male",32,0,0,7.8958,"S",0,7.8958,0.396833375219904,0.0317092480661728,1,0,0,1
1,"1","female",30,0,0,93.5,"S",1,93.5,0.371701432520734,0.375492628256434,0,0,0,1
0,"3","male",22,0,0,7.8958,"S",0,7.8958,0.271173661724051,0.0317092480661728,1,0,0,1
0,"3","male",25,0,0,7.225,"C",0,7.225,0.308871575772807,0.029015339456179,1,1,0,0
1,"1","female",44,0,1,57.9792,"C",1,57.9792,0.547625031414928,0.232842376387224,0,1,0,0
0,"3","male",25,0,0,7.2292,"C",0,7.2292,0.308871575772807,0.029032206504721,1,1,0,0
0,"3","male",40.5,0,0,7.75,"Q",0,7.75,0.50364413169138,0.031123720523929,1,0,1,0
1,"2","female",50,0,0,10.5,"S",0,10.5,0.62302085951244,0.0421676213550006,0,0,0,1
0,"1","male",40,0,0,221.7792,"S",1,221.7792,0.497361146016587,0.890657269525234,1,0,0,1
0,"3","male",39,0,0,7.925,"S",0,7.925,0.484795174667002,0.0318265142131791,1,0,0,1
0,"2","male",23,2,1,11.5,"S",0,11.5,0.283739633073637,0.0461835852935721,1,0,0,1
1,"2","female",2,1,1,26,"S",0,26,0.0198542347323448,0.104415062402859,0,0,0,1
0,"3","male",25,0,0,7.2292,"C",0,7.2292,0.308871575772807,0.029032206504721,1,1,0,0
0,"3","male",17,1,1,7.2292,"C",0,7.2292,0.208343804976125,0.029032206504721,1,1,0,0
1,"3","female",21.5,0,2,22.3583,"C",0,22.3583,0.264890676049259,0.0897901265277629,0,1,0,0
0,"3","female",30,0,0,8.6625,"S",0,8.6625,0.371701432520734,0.0347882876178755,0,0,0,1
1,"2","female",7,0,2,26.25,"S",0,26.25,0.0826840914802714,0.105419053387502,0,0,0,1
0,"1","male",45,0,0,26.55,"S",1,26.55,0.560191002764514,0.106623842569073,1,0,0,1
1,"1","female",30,0,0,106.425,"C",0,106.425,0.371701432520734,0.427398962162471,0,1,0,0
0,"3","male",25,0,0,14.5,"S",0,14.5,0.308871575772807,0.0582314771092866,1,0,0,1
1,"1","female",22,0,2,49.5,"C",1,49.5,0.271173661724051,0.198790214959289,0,1,0,0
1,"1","female",36,0,2,71,"S",1,71,0.447097260618246,0.285133439638576,0,0,0,1
0,"3","female",9,4,2,31.275,"S",0,31.275,0.107816034179442,0.125599272178823,0,0,0,1
0,"3","female",11,4,2,31.275,"S",0,31.275,0.132947976878613,0.125599272178823,0,0,0,1
1,"2","male",32,1,0,26,"S",0,26,0.396833375219904,0.104415062402859,1,0,0,1
0,"1","male",50,1,0,106.425,"C",1,106.425,0.62302085951244,0.427398962162471,1,1,0,0
0,"1","male",64,0,0,26,"S",0,26,0.798944458406635,0.104415062402859,1,0,0,1
1,"2","female",19,1,0,26,"S",0,26,0.233475747675295,0.104415062402859,0,0,0,1
